id_cliente_anon,zona,tipo_cliente,mes,tipo_servicio,superficie_m2,distancia_km,tecnico_id,servicios_mes,monto_mensual_ars
207,DESCONOCIDA,Residencial,4,Desratización,110,12.2,2,1,5837
207,DESCONOCIDA,Residencial,5,Fumigación,437,13.1,6,2,19087
207,DESCONOCIDA,Residencial,6,Desinfección,46,12.0,5,0,2738
207,DESCONOCIDA,Residencial,7,Fumigación,146,15.1,2,1,9984
207,DESCONOCIDA,Residencial,8,Desinfección,242,14.2,1,1,7340
207,DESCONOCIDA,Residencial,9,Fumigación,145,12.5,4,0,8268
207,DESCONOCIDA,Residencial,10,Desratización,104,12.5,8,0,161
207,DESCONOCIDA,Residencial,11,Desratización,119,12.0,8,0,0
207,DESCONOCIDA,Residencial,12,Fumigación,373,13.8,7,1,8638
208,DESCONOCIDA,Residencial,1,Fumigación,204,14.3,2,1,11088
208,DESCONOCIDA,Residencial,2,Desratización,197,13.3,5,1,12048
208,DESCONOCIDA,Residencial,3,Fumigación,136,13.1,2,2,17182
208,DESCONOCIDA,Residencial,4,Desratización,164,12.4,1,4,38010
208,DESCONOCIDA,Residencial,5,Desinfección,84,16.0,4,1,6338
208,DESCONOCIDA,Residencial,6,Fumigación,386,13.1,1,2,26449
208,DESCONOCIDA,Residencial,7,Fumigación,212,12.1,8,3,33731
208,DESCONOCIDA,Residencial,8,Fumigación,145,13.1,1,0,917
208,DESCONOCIDA,Residencial,9,Desinfección,157,12.5,4,0,1949
208,DESCONOCIDA,Residencial,10,Fumigación,188,13.7,7,2,20305
208,DESCONOCIDA,Residencial,11,Fumigación,84,12.2,8,3,26082
208,DESCONOCIDA,Residencial,12,Fumigación,123,14.0,6,1,12392
209,DESCONOCIDA,Comercial/Industrial,1,Desinfección,234,13.1,1,3,19855
209,DESCONOCIDA,Comercial/Industrial,2,Desratización,565,13.7,8,3,38042
209,DESCONOCIDA,Comercial/Industrial,3,Desratización,199,12.6,4,2,24361
209,DESCONOCIDA,Comercial/Industrial,4,Fumigación,241,12.9,4,1,8135
209,DESCONOCIDA,Comercial/Industrial,5,Desinfección,605,13.8,8,2,18672
209,DESCONOCIDA,Comercial/Industrial,6,Desinfección,443,12.7,7,2,11460
209,DESCONOCIDA,Comercial/Industrial,7,Desinfección,920,14.7,3,1,9180
209,DESCONOCIDA,Comercial/Industrial,8,Desratización,332,12.4,5,1,16931
209,DESCONOCIDA,Comercial/Industrial,9,Fumigación,362,14.3,7,5,46736
209,DESCONOCIDA,Comercial/Industrial,10,Fumigación,811,13.1,6,1,11041
209,DESCONOCIDA,Comercial/Industrial,11,Desratización,697,13.8,2,1,18024
209,DESCONOCIDA,Comercial/Industrial,12,Fumigación,612,12.3,2,3,34839
210,DESCONOCIDA,Residencial,1,Desinfección,97,13.0,5,2,13739
210,DESCONOCIDA,Residencial,2,Desratización,101,13.1,1,2,20490
210,DESCONOCIDA,Residencial,3,Fumigación,139,13.1,5,1,8307
210,DESCONOCIDA,Residencial,4,Desratización,137,12.1,6,2,18357
210,DESCONOCIDA,Residencial,5,Fumigación,98,13.4,4,3,28583
210,DESCONOCIDA,Residencial,6,Fumigación,119,12.8,4,1,8652
210,DESCONOCIDA,Residencial,7,Desinfección,141,13.9,2,2,17005
210,DESCONOCIDA,Residencial,8,Desratización,254,12.1,3,2,27250
210,DESCONOCIDA,Residencial,9,Fumigación,294,13.0,1,1,13324
210,DESCONOCIDA,Residencial,10,Fumigación,207,13.7,5,3,30486
210,DESCONOCIDA,Residencial,11,Desinfección,68,13.7,4,0,212
210,DESCONOCIDA,Residencial,12,Desinfección,273,15.2,4,0,0
211,DESCONOCIDA,Residencial,1,Desinfección,207,13.7,3,0,4684
211,DESCONOCIDA,Residencial,2,Fumigación,234,13.4,4,3,28959
211,DESCONOCIDA,Residencial,3,Fumigación,101,14.0,7,0,0
211,DESCONOCIDA,Residencial,4,Fumigación,313,12.6,5,1,6583
211,DESCONOCIDA,Residencial,5,Desinfección,131,12.7,2,0,1246
211,DESCONOCIDA,Residencial,6,Fumigación,97,12.1,2,3,28230
211,DESCONOCIDA,Residencial,7,Fumigación,217,14.7,8,2,18280
211,DESCONOCIDA,Residencial,8,Desratización,140,14.1,1,0,3488
211,DESCONOCIDA,Residencial,9,Fumigación,204,12.9,6,2,20841
211,DESCONOCIDA,Residencial,10,Desratización,119,13.7,5,1,7586
211,DESCONOCIDA,Residencial,11,Desinfección,81,12.0,4,5,32695
211,DESCONOCIDA,Residencial,12,Desinfección,117,13.0,4,1,7935
212,9 DE JULIO,Comercial/Industrial,1,Fumigación,201,25.5,5,0,164
212,9 DE JULIO,Comercial/Industrial,2,Fumigación,557,25.9,6,3,36756
212,9 DE JULIO,Comercial/Industrial,3,Desinfección,128,26.6,8,1,11820
212,9 DE JULIO,Comercial/Industrial,4,Desinfección,701,27.7,2,2,25105
212,9 DE JULIO,Comercial/Industrial,5,Desinfección,208,27.5,4,2,14453
212,9 DE JULIO,Comercial/Industrial,6,Fumigación,653,27.2,4,5,59110
212,9 DE JULIO,Comercial/Industrial,7,Desinfección,521,25.5,5,3,27173
212,9 DE JULIO,Comercial/Industrial,8,Desinfección,146,25.5,1,1,5764
212,9 DE JULIO,Comercial/Industrial,9,Desinfección,434,25.5,5,2,21910
212,9 DE JULIO,Comercial/Industrial,10,Desinfección,196,26.7,4,1,9324
212,9 DE JULIO,Comercial/Industrial,11,Desinfección,435,25.2,5,0,4276
212,9 DE JULIO,Comercial/Industrial,12,Desinfección,278,25.5,8,2,17582
213,DESCONOCIDA,Residencial,1,Fumigación,55,14.7,7,1,11961
213,DESCONOCIDA,Residencial,2,Fumigación,188,12.4,8,1,8637
213,DESCONOCIDA,Residencial,3,Fumigación,137,12.0,7,0,0
213,DESCONOCIDA,Residencial,4,Fumigación,145,14.6,5,0,2653
213,DESCONOCIDA,Residencial,5,Fumigación,58,13.0,1,1,6131
213,DESCONOCIDA,Residencial,6,Fumigación,56,14.8,2,1,7528
213,DESCONOCIDA,Residencial,7,Fumigación,123,12.1,5,0,1629
213,DESCONOCIDA,Residencial,8,Fumigación,241,13.7,5,1,9401
213,DESCONOCIDA,Residencial,9,Desinfección,210,16.9,6,1,11540
213,DESCONOCIDA,Residencial,10,Desratización,185,12.4,6,2,18901
213,DESCONOCIDA,Residencial,11,Fumigación,284,16.2,1,2,16562
213,DESCONOCIDA,Residencial,12,Desratización,105,15.6,6,1,9992
214,DESCONOCIDA,Residencial,1,Fumigación,191,13.4,7,1,2684
214,DESCONOCIDA,Residencial,2,Fumigación,63,13.9,7,2,17701
214,DESCONOCIDA,Residencial,3,Fumigación,453,13.7,4,2,18752
214,DESCONOCIDA,Residencial,4,Fumigación,95,15.7,3,0,3322
214,DESCONOCIDA,Residencial,5,Desinfección,183,13.6,7,0,1559
214,DESCONOCIDA,Residencial,6,Desinfección,345,13.8,3,0,2697
214,DESCONOCIDA,Residencial,7,Fumigación,117,13.3,7,0,3520
214,DESCONOCIDA,Residencial,8,Fumigación,181,12.7,7,1,12443
214,DESCONOCIDA,Residencial,9,Fumigación,159,13.5,6,2,21496
214,DESCONOCIDA,Residencial,10,Fumigación,114,13.6,4,1,12402
214,DESCONOCIDA,Residencial,11,Fumigación,101,12.7,6,0,3763
214,DESCONOCIDA,Residencial,12,Fumigación,75,13.7,8,0,0
215,DESCONOCIDA,Residencial,1,Desinfección,131,12.9,4,1,10747
215,DESCONOCIDA,Residencial,2,Desratización,97,12.0,4,2,20517
215,DESCONOCIDA,Residencial,3,Fumigación,94,13.5,2,0,2187
215,DESCONOCIDA,Residencial,4,Desratización,198,12.1,6,3,35876
215,DESCONOCIDA,Residencial,5,Fumigación,153,13.2,2,0,2289
215,DESCONOCIDA,Residencial,6,Fumigación,250,15.5,7,1,10237
215,DESCONOCIDA,Residencial,7,Fumigación,113,14.2,1,2,13922
215,DESCONOCIDA,Residencial,8,Desinfección,78,12.6,4,0,119
215,DESCONOCIDA,Residencial,9,Desratización,200,17.2,5,1,12822
215,DESCONOCIDA,Residencial,10,Desinfección,206,16.8,4,2,14128
215,DESCONOCIDA,Residencial,11,Fumigación,168,13.0,6,1,13786
215,DESCONOCIDA,Residencial,12,Desinfección,92,13.7,4,1,13475
216,DESCONOCIDA,Residencial,1,Fumigación,146,16.3,5,1,10914
216,DESCONOCIDA,Residencial,2,Desratización,77,14.0,1,3,28675
216,DESCONOCIDA,Residencial,3,Fumigación,96,14.1,4,1,9084
216,DESCONOCIDA,Residencial,4,Fumigación,269,12.8,8,1,16116
216,DESCONOCIDA,Residencial,5,Desinfección,108,12.8,7,0,4577
216,DESCONOCIDA,Residencial,6,Desinfección,233,16.0,7,3,20493
216,DESCONOCIDA,Residencial,7,Fumigación,173,14.8,5,0,995
216,DESCONOCIDA,Residencial,8,Desinfección,340,14.2,3,0,6444
216,DESCONOCIDA,Residencial,9,Fumigación,169,12.9,3,1,12888
216,DESCONOCIDA,Residencial,10,Desinfección,164,13.7,5,2,13483
216,DESCONOCIDA,Residencial,11,Desinfección,63,15.9,4,1,7680
216,DESCONOCIDA,Residencial,12,Desinfección,97,15.6,7,1,7645
217,DESCONOCIDA,Comercial/Industrial,1,Desinfección,335,12.3,2,1,6059
217,DESCONOCIDA,Comercial/Industrial,2,Fumigación,1100,12.2,2,3,49387
217,DESCONOCIDA,Comercial/Industrial,3,Fumigación,276,13.5,4,2,24434
217,DESCONOCIDA,Comercial/Industrial,4,Desinfección,216,12.4,5,2,17998
217,DESCONOCIDA,Comercial/Industrial,5,Fumigación,185,12.3,1,3,30310
217,DESCONOCIDA,Comercial/Industrial,6,Fumigación,170,12.9,2,0,5022
217,DESCONOCIDA,Comercial/Industrial,7,Fumigación,1123,14.0,3,2,27978
217,DESCONOCIDA,Comercial/Industrial,8,Fumigación,424,13.1,1,1,14093
217,DESCONOCIDA,Comercial/Industrial,9,Desinfección,229,14.5,3,3,31401
217,DESCONOCIDA,Comercial/Industrial,10,Fumigación,767,12.8,7,2,26724
217,DESCONOCIDA,Comercial/Industrial,11,Desinfección,966,12.9,4,2,25281
217,DESCONOCIDA,Comercial/Industrial,12,Fumigación,234,13.5,1,4,39329
218,DESCONOCIDA,Residencial,1,Fumigación,111,12.5,6,0,0
218,DESCONOCIDA,Residencial,2,Fumigación,263,13.3,6,2,17557
218,DESCONOCIDA,Residencial,3,Fumigación,208,16.0,6,1,11233
218,DESCONOCIDA,Residencial,4,Fumigación,129,13.1,4,2,14914
218,DESCONOCIDA,Residencial,5,Desinfección,267,13.3,8,1,6957
218,DESCONOCIDA,Residencial,6,Fumigación,62,14.1,2,0,0
218,DESCONOCIDA,Residencial,7,Desinfección,77,12.5,4,0,2734
218,DESCONOCIDA,Residencial,8,Fumigación,95,12.4,6,0,0
218,DESCONOCIDA,Residencial,9,Fumigación,89,12.9,2,3,27769
218,DESCONOCIDA,Residencial,10,Desinfección,50,14.2,7,0,0
218,DESCONOCIDA,Residencial,11,Fumigación,115,15.0,2,1,10475
218,DESCONOCIDA,Residencial,12,Fumigación,191,13.3,5,2,22756
219,DESCONOCIDA,Residencial,1,Fumigación,224,13.7,4,2,19256
219,DESCONOCIDA,Residencial,2,Fumigación,214,13.7,1,3,25718
219,DESCONOCIDA,Residencial,3,Desinfección,253,12.7,6,1,9688
219,DESCONOCIDA,Residencial,4,Fumigación,179,12.5,6,2,25363
219,DESCONOCIDA,Residencial,5,Desinfección,104,13.2,1,0,93
219,DESCONOCIDA,Residencial,6,Desratización,57,15.5,5,0,1723
219,DESCONOCIDA,Residencial,7,Fumigación,56,14.0,4,2,15706
219,DESCONOCIDA,Residencial,8,Desratización,151,14.7,5,3,29101
219,DESCONOCIDA,Residencial,9,Fumigación,86,14.8,2,0,0
219,DESCONOCIDA,Residencial,10,Desratización,147,12.8,8,1,12370
219,DESCONOCIDA,Residencial,11,Fumigación,74,12.9,4,0,0
219,DESCONOCIDA,Residencial,12,Desinfección,282,12.1,1,0,0
220,DESCONOCIDA,Residencial,1,Fumigación,117,12.3,6,0,1655
220,DESCONOCIDA,Residencial,2,Fumigación,122,15.4,8,0,0
220,DESCONOCIDA,Residencial,3,Desinfección,128,13.8,6,3,25800
220,DESCONOCIDA,Residencial,4,Desinfección,264,14.1,6,0,0
220,DESCONOCIDA,Residencial,5,Fumigación,78,15.0,2,1,6385
220,DESCONOCIDA,Residencial,6,Fumigación,130,14.5,5,4,34194
220,DESCONOCIDA,Residencial,7,Desinfección,144,13.9,7,3,28048
220,DESCONOCIDA,Residencial,8,Desinfección,90,15.9,8,1,12466
220,DESCONOCIDA,Residencial,9,Desratización,194,12.9,8,1,8628
220,DESCONOCIDA,Residencial,10,Desinfección,247,14.4,8,1,13975
220,DESCONOCIDA,Residencial,11,Desratización,57,13.8,7,3,33741
220,DESCONOCIDA,Residencial,12,Desinfección,206,15.1,8,2,17165
221,DESCONOCIDA,Residencial,1,Fumigación,53,16.6,7,4,42549
221,DESCONOCIDA,Residencial,2,Fumigación,90,12.2,5,2,22729
221,DESCONOCIDA,Residencial,3,Desinfección,103,15.1,5,4,30428
221,DESCONOCIDA,Residencial,4,Desinfección,105,12.3,6,2,17550
221,DESCONOCIDA,Residencial,5,Fumigación,272,12.3,4,0,0
221,DESCONOCIDA,Residencial,6,Fumigación,109,12.8,8,2,18089
221,DESCONOCIDA,Residencial,7,Desratización,109,16.1,8,0,769
221,DESCONOCIDA,Residencial,8,Fumigación,69,14.8,7,0,0
221,DESCONOCIDA,Residencial,9,Fumigación,165,12.1,5,2,20152
221,DESCONOCIDA,Residencial,10,Fumigación,124,12.6,2,1,4167
221,DESCONOCIDA,Residencial,11,Fumigación,183,13.5,6,1,10876
221,DESCONOCIDA,Residencial,12,Fumigación,69,15.7,6,2,17706
222,SARMIENTO,Residencial,1,Fumigación,345,64.3,4,3,36924
222,SARMIENTO,Residencial,2,Fumigación,214,62.1,4,3,31285
222,SARMIENTO,Residencial,3,Desinfección,143,60.8,6,1,12276
222,SARMIENTO,Residencial,4,Fumigación,239,62.1,2,4,41759
222,SARMIENTO,Residencial,5,Desinfección,350,62.5,6,2,17602
222,SARMIENTO,Residencial,6,Desratización,167,63.1,1,0,4463
222,SARMIENTO,Residencial,7,Fumigación,127,61.1,4,3,31368
222,SARMIENTO,Residencial,8,Desinfección,107,60.9,2,3,29035
222,SARMIENTO,Residencial,9,Fumigación,118,61.1,4,0,8257
222,SARMIENTO,Residencial,10,Desratización,154,60.2,1,0,10547
222,SARMIENTO,Residencial,11,Fumigación,123,63.6,1,1,14182
222,SARMIENTO,Residencial,12,Desinfección,203,61.1,3,3,28566
223,DESCONOCIDA,Residencial,1,Desinfección,298,13.9,7,1,10013
223,DESCONOCIDA,Residencial,2,Fumigación,75,13.3,4,0,0
223,DESCONOCIDA,Residencial,3,Fumigación,74,13.9,4,2,17665
223,DESCONOCIDA,Residencial,4,Desinfección,109,15.0,8,2,17366
223,DESCONOCIDA,Residencial,5,Desinfección,57,12.7,2,1,11831
223,DESCONOCIDA,Residencial,6,Fumigación,330,13.1,8,3,34959
223,DESCONOCIDA,Residencial,7,Desinfección,253,15.5,8,0,463
223,DESCONOCIDA,Residencial,8,Fumigación,126,12.8,2,2,16865
223,DESCONOCIDA,Residencial,9,Desinfección,132,14.7,3,3,28065
223,DESCONOCIDA,Residencial,10,Fumigación,169,12.3,2,1,8453
223,DESCONOCIDA,Residencial,11,Desratización,91,12.6,1,1,6721
223,DESCONOCIDA,Residencial,12,Fumigación,116,13.5,5,2,19819
224,DESCONOCIDA,Residencial,1,Fumigación,94,13.0,4,1,9047
224,DESCONOCIDA,Residencial,2,Fumigación,145,14.3,8,3,28407
224,DESCONOCIDA,Residencial,3,Fumigación,147,14.2,8,1,9603
224,DESCONOCIDA,Residencial,4,Fumigación,130,13.2,6,1,9908
224,DESCONOCIDA,Residencial,5,Fumigación,240,15.7,3,2,20326
224,DESCONOCIDA,Residencial,6,Desinfección,131,14.8,6,1,10307
224,DESCONOCIDA,Residencial,7,Fumigación,136,13.5,4,2,19742
224,DESCONOCIDA,Residencial,8,Fumigación,64,12.6,3,2,18482
224,DESCONOCIDA,Residencial,9,Fumigación,200,13.1,5,1,11785
224,DESCONOCIDA,Residencial,10,Fumigación,152,15.8,3,2,22055
224,DESCONOCIDA,Residencial,11,Fumigación,212,13.7,3,0,0
224,DESCONOCIDA,Residencial,12,Fumigación,87,13.0,6,1,7823
225,DESCONOCIDA,Residencial,1,Fumigación,77,12.6,7,1,5064
225,DESCONOCIDA,Residencial,2,Fumigación,122,12.7,7,2,19033
225,DESCONOCIDA,Residencial,3,Fumigación,54,14.7,5,0,0
225,DESCONOCIDA,Residencial,4,Desinfección,341,12.7,7,3,23255
225,DESCONOCIDA,Residencial,5,Fumigación,120,16.2,2,0,1155
225,DESCONOCIDA,Residencial,6,Fumigación,46,13.6,1,1,6718
225,DESCONOCIDA,Residencial,7,Desratización,105,14.7,3,1,12127
225,DESCONOCIDA,Residencial,8,Fumigación,127,14.8,8,1,9958
225,DESCONOCIDA,Residencial,9,Desinfección,299,13.1,7,2,16570
225,DESCONOCIDA,Residencial,10,Fumigación,144,15.0,1,0,1503
225,DESCONOCIDA,Residencial,11,Desinfección,66,12.2,3,0,2485
225,DESCONOCIDA,Residencial,12,Desinfección,171,12.3,5,1,8367
226,DESCONOCIDA,Residencial,1,Fumigación,142,14.7,1,3,27733
226,DESCONOCIDA,Residencial,2,Desratización,125,13.2,6,0,400
226,DESCONOCIDA,Residencial,3,Fumigación,114,14.2,7,2,21476
226,DESCONOCIDA,Residencial,4,Fumigación,230,13.1,4,0,0
226,DESCONOCIDA,Residencial,5,Desinfección,140,12.4,1,0,782
226,DESCONOCIDA,Residencial,6,Desinfección,135,14.2,5,1,12556
226,DESCONOCIDA,Residencial,7,Fumigación,262,15.6,2,0,3682
226,DESCONOCIDA,Residencial,8,Fumigación,216,12.3,6,1,11343
226,DESCONOCIDA,Residencial,9,Fumigación,171,12.6,2,4,40024
226,DESCONOCIDA,Residencial,10,Fumigación,96,12.6,1,0,7737
226,DESCONOCIDA,Residencial,11,Desinfección,118,12.3,8,0,1445
226,DESCONOCIDA,Residencial,12,Fumigación,133,13.4,5,1,8826
227,DESCONOCIDA,Residencial,1,Fumigación,69,15.4,6,3,31429
227,DESCONOCIDA,Residencial,2,Fumigación,106,13.6,2,0,1546
227,DESCONOCIDA,Residencial,3,Fumigación,143,13.4,2,3,23215
227,DESCONOCIDA,Residencial,4,Fumigación,191,12.1,2,2,20452
227,DESCONOCIDA,Residencial,5,Desinfección,187,12.3,1,1,10334
227,DESCONOCIDA,Residencial,6,Desratización,59,13.4,2,2,16807
227,DESCONOCIDA,Residencial,7,Desinfección,114,14.4,8,2,22071
227,DESCONOCIDA,Residencial,8,Fumigación,90,14.4,8,1,8138
227,DESCONOCIDA,Residencial,9,Desratización,55,14.8,5,0,0
227,DESCONOCIDA,Residencial,10,Desinfección,129,13.2,6,2,18902
227,DESCONOCIDA,Residencial,11,Desinfección,106,12.6,7,1,10280
227,DESCONOCIDA,Residencial,12,Fumigación,140,12.7,7,1,10724
228,DESCONOCIDA,Residencial,1,Fumigación,188,14.0,5,4,40118
228,DESCONOCIDA,Residencial,2,Fumigación,170,13.1,6,4,37260
228,DESCONOCIDA,Residencial,3,Fumigación,370,13.6,4,2,20229
228,DESCONOCIDA,Residencial,4,Fumigación,152,12.8,2,2,16160
228,DESCONOCIDA,Residencial,5,Fumigación,293,12.9,4,2,26692
228,DESCONOCIDA,Residencial,6,Fumigación,79,15.1,8,1,5943
228,DESCONOCIDA,Residencial,7,Desinfección,169,13.3,8,2,16236
228,DESCONOCIDA,Residencial,8,Fumigación,95,15.5,4,2,15117
228,DESCONOCIDA,Residencial,9,Fumigación,121,14.7,8,1,9682
228,DESCONOCIDA,Residencial,10,Desratización,219,15.3,8,0,2480
228,DESCONOCIDA,Residencial,11,Desratización,121,14.3,8,0,1156
228,DESCONOCIDA,Residencial,12,Desinfección,242,13.3,2,0,6647
229,RIVADAVIA,Residencial,1,Desratización,96,8.0,4,2,20980
229,RIVADAVIA,Residencial,2,Fumigación,77,9.0,2,1,9698
229,RIVADAVIA,Residencial,3,Desratización,157,9.2,3,1,12551
229,RIVADAVIA,Residencial,4,Fumigación,161,9.8,5,2,17903
229,RIVADAVIA,Residencial,5,Fumigación,117,7.4,3,1,9221
229,RIVADAVIA,Residencial,6,Fumigación,196,7.1,7,0,0
229,RIVADAVIA,Residencial,7,Fumigación,52,9.4,6,1,12361
229,RIVADAVIA,Residencial,8,Fumigación,83,10.1,1,2,19880
229,RIVADAVIA,Residencial,9,Desinfección,176,7.3,1,0,3047
229,RIVADAVIA,Residencial,10,Desinfección,123,7.5,4,1,12429
229,RIVADAVIA,Residencial,11,Desinfección,99,7.5,3,1,8177
229,RIVADAVIA,Residencial,12,Fumigación,151,9.7,3,0,0
230,DESCONOCIDA,Residencial,1,Desinfección,232,13.2,2,2,17863
230,DESCONOCIDA,Residencial,2,Desinfección,169,12.2,4,3,23725
230,DESCONOCIDA,Residencial,3,Fumigación,211,15.1,5,2,18107
230,DESCONOCIDA,Residencial,4,Desinfección,174,14.3,3,0,144
230,DESCONOCIDA,Residencial,5,Fumigación,266,13.6,3,4,41602
230,DESCONOCIDA,Residencial,6,Fumigación,106,12.5,7,0,0
230,DESCONOCIDA,Residencial,7,Desratización,240,14.5,2,0,0
230,DESCONOCIDA,Residencial,8,Fumigación,61,13.4,2,0,0
230,DESCONOCIDA,Residencial,9,Fumigación,74,12.1,5,2,19974
230,DESCONOCIDA,Residencial,10,Desratización,193,12.3,4,0,594
230,DESCONOCIDA,Residencial,11,Desinfección,72,13.8,2,3,23355
230,DESCONOCIDA,Residencial,12,Fumigación,117,16.1,1,1,9783
231,DESCONOCIDA,Residencial,1,Fumigación,264,13.1,3,0,2209
231,DESCONOCIDA,Residencial,2,Fumigación,78,16.1,1,2,21679
231,DESCONOCIDA,Residencial,3,Desinfección,221,13.0,1,0,3161
231,DESCONOCIDA,Residencial,4,Fumigación,114,12.8,3,0,0
231,DESCONOCIDA,Residencial,5,Fumigación,75,15.6,3,2,16231
231,DESCONOCIDA,Residencial,6,Desratización,139,14.0,2,0,2282
231,DESCONOCIDA,Residencial,7,Fumigación,254,12.9,7,2,18385
231,DESCONOCIDA,Residencial,8,Fumigación,71,14.3,7,0,4199
231,DESCONOCIDA,Residencial,9,Fumigación,69,14.1,4,1,13830
231,DESCONOCIDA,Residencial,10,Desinfección,190,12.5,3,1,12615
231,DESCONOCIDA,Residencial,11,Fumigación,103,15.9,4,2,18795
231,DESCONOCIDA,Residencial,12,Fumigación,373,13.0,3,1,12730
232,DESCONOCIDA,Residencial,1,Desinfección,161,14.5,6,1,8458
232,DESCONOCIDA,Residencial,2,Fumigación,231,16.3,7,0,5724
232,DESCONOCIDA,Residencial,3,Fumigación,158,13.7,1,0,1071
232,DESCONOCIDA,Residencial,4,Fumigación,72,13.9,1,1,14920
232,DESCONOCIDA,Residencial,5,Fumigación,86,13.1,7,2,11944
232,DESCONOCIDA,Residencial,6,Fumigación,92,13.7,5,0,0
232,DESCONOCIDA,Residencial,7,Fumigación,180,14.2,2,2,18809
232,DESCONOCIDA,Residencial,8,Fumigación,137,16.0,7,1,17170
232,DESCONOCIDA,Residencial,9,Fumigación,56,12.1,7,2,14331
232,DESCONOCIDA,Residencial,10,Desinfección,199,13.4,2,1,9483
232,DESCONOCIDA,Residencial,11,Desratización,414,12.5,3,0,2297
232,DESCONOCIDA,Residencial,12,Desinfección,77,14.3,3,2,19033
233,DESCONOCIDA,Residencial,1,Desratización,83,15.2,8,1,8683
233,DESCONOCIDA,Residencial,2,Fumigación,97,12.3,2,3,22988
233,DESCONOCIDA,Residencial,3,Desratización,128,13.1,5,3,33059
233,DESCONOCIDA,Residencial,4,Fumigación,80,14.2,7,1,13407
233,DESCONOCIDA,Residencial,5,Desratización,262,12.2,3,1,10798
233,DESCONOCIDA,Residencial,6,Desratización,320,12.4,4,0,901
233,DESCONOCIDA,Residencial,7,Desinfección,147,12.6,3,2,10443
233,DESCONOCIDA,Residencial,8,Desratización,133,15.3,4,1,16413
233,DESCONOCIDA,Residencial,9,Desinfección,59,15.3,8,1,11748
233,DESCONOCIDA,Residencial,10,Fumigación,74,12.5,4,2,15785
233,DESCONOCIDA,Residencial,11,Fumigación,50,13.4,8,0,4045
233,DESCONOCIDA,Residencial,12,Desinfección,99,15.0,1,4,24046
234,DESCONOCIDA,Residencial,1,Fumigación,109,12.2,6,0,147
234,DESCONOCIDA,Residencial,2,Desinfección,189,12.5,6,1,8011
234,DESCONOCIDA,Residencial,3,Desratización,148,12.4,7,2,17005
234,DESCONOCIDA,Residencial,4,Fumigación,89,12.9,6,1,9608
234,DESCONOCIDA,Residencial,5,Desinfección,194,13.6,8,1,8990
234,DESCONOCIDA,Residencial,6,Desratización,454,12.1,8,1,14703
234,DESCONOCIDA,Residencial,7,Desratización,200,14.3,1,2,26694
234,DESCONOCIDA,Residencial,8,Desratización,104,14.6,5,0,2569
234,DESCONOCIDA,Residencial,9,Fumigación,156,12.0,7,3,35646
234,DESCONOCIDA,Residencial,10,Desratización,79,14.1,6,2,20447
234,DESCONOCIDA,Residencial,11,Desinfección,75,13.9,1,0,0
234,DESCONOCIDA,Residencial,12,Fumigación,334,13.1,8,2,19164
235,DESCONOCIDA,Residencial,1,Fumigación,158,12.2,4,0,711
235,DESCONOCIDA,Residencial,2,Desinfección,236,13.4,5,5,38636
235,DESCONOCIDA,Residencial,3,Fumigación,119,16.3,1,5,49267
235,DESCONOCIDA,Residencial,4,Desinfección,75,12.9,1,0,528
235,DESCONOCIDA,Residencial,5,Desinfección,69,12.7,6,1,9210
235,DESCONOCIDA,Residencial,6,Fumigación,85,12.9,4,4,33754
235,DESCONOCIDA,Residencial,7,Desinfección,169,12.7,3,0,3186
235,DESCONOCIDA,Residencial,8,Desinfección,63,14.7,6,2,13756
235,DESCONOCIDA,Residencial,9,Fumigación,140,14.3,7,2,22937
235,DESCONOCIDA,Residencial,10,Fumigación,182,13.0,5,2,17948
235,DESCONOCIDA,Residencial,11,Fumigación,74,12.7,1,0,0
235,DESCONOCIDA,Residencial,12,Fumigación,453,15.2,4,2,19871
236,DESCONOCIDA,Residencial,1,Desratización,220,14.7,8,3,27607
236,DESCONOCIDA,Residencial,2,Fumigación,128,12.5,1,2,23222
236,DESCONOCIDA,Residencial,3,Desinfección,92,13.4,3,4,34474
236,DESCONOCIDA,Residencial,4,Fumigación,161,16.1,2,0,3637
236,DESCONOCIDA,Residencial,5,Fumigación,158,14.9,5,2,18681
236,DESCONOCIDA,Residencial,6,Desinfección,142,16.1,7,1,4023
236,DESCONOCIDA,Residencial,7,Desinfección,164,12.3,5,1,11244
236,DESCONOCIDA,Residencial,8,Fumigación,81,13.4,4,1,7070
236,DESCONOCIDA,Residencial,9,Fumigación,199,16.9,7,1,8369
236,DESCONOCIDA,Residencial,10,Fumigación,67,14.6,6,0,1130
236,DESCONOCIDA,Residencial,11,Fumigación,51,13.7,4,1,12128
236,DESCONOCIDA,Residencial,12,Desinfección,187,12.1,1,2,18477
237,DESCONOCIDA,Residencial,1,Fumigación,167,15.0,5,1,12920
237,DESCONOCIDA,Residencial,2,Fumigación,135,15.1,6,2,15162
237,DESCONOCIDA,Residencial,3,Fumigación,97,13.3,1,0,544
237,DESCONOCIDA,Residencial,4,Desratización,106,15.0,2,2,21552
237,DESCONOCIDA,Residencial,5,Desratización,80,12.1,6,1,5547
237,DESCONOCIDA,Residencial,6,Fumigación,157,13.0,5,1,10053
237,DESCONOCIDA,Residencial,7,Desinfección,49,14.7,7,0,1099
237,DESCONOCIDA,Residencial,8,Fumigación,55,12.6,2,1,6098
